make,model,location,color,price_in_Ksh,year_of_manufacture,transmission,mileage_in_km,fuel,foreign_local,review_score
bmw,x5,Nairobi,black,3500000,2011,Automatic,69225,Petrol,Foreign,3
suzuki,solio,Nairobi,white,600000,2012,Automatic,145844,Petrol,Foreign,3
subaru,impreza,Nairobi,pearl,2250000,2012,Automatic,75182,Petrol,Foreign,4.714285714285714
toyota,passo,Nairobi,beige,480000,2012,Automatic,114000,Petrol,Local,3
mercedes-benz,c200,Nairobi,silver,2290000,2012,Automatic,32000,Petrol,Foreign,4.5
mercedes-benz,b180,Mombasa,black,1300000,2012,Automatic,85000,Petrol,Foreign,3
honda,cr-v,Mombasa,white,2200000,2013,Automatic,65000,Petrol,Foreign,4.333333333333333
bmw,x3,Nairobi,white,2850000,2011,Automatic,104010,Petrol,Foreign,3.6666666666666665
toyota,belta,Nairobi,silver,530000,2006,Automatic,134000,Petrol,Local,4.636363636363637
toyota,land,Nairobi,white,2400000,2008,Manual,112000,Diesel,Local,4.555555555555555
mazda,demio,Nairobi,red,599000,2012,Automatic,89000,Petrol,Local,3.7142857142857144
honda,fit,Nairobi,black,950000,2013,Automatic,80000,Petrol,Foreign,4.666666666666667
nissan,juke,Nairobi,red,1250000,2013,Automatic,50000,Petrol,Foreign,3
mazda,axela,Nairobi,white,1100000,2012,Automatic,86000,Petrol,Foreign,3.3333333333333335
mitsubishi,outlander,Nairobi,white,1790000,2014,Automatic,72000,Petrol,Foreign,3.5
toyota,axio,Nairobi,silver,1180000,2012,Automatic,60000,Petrol,Foreign,3.6
subaru,trezia,Nairobi,Not-specified,950000,2013,Automatic,70000,Petrol,Foreign,3
volkswagen,golf,Nairobi,white,1150000,2013,Automatic,2230,Petrol,Foreign,3.6
mazda,cx-5,Nairobi,blue,2100000,2013,Manual,13800,Petrol,Foreign,3
mazda,atenza,Nairobi,silver,1500000,2013,Automatic,70000,Petrol,Foreign,3
mitsubishi,mirage,Nairobi,black,650000,2013,Automatic,58,Petrol,Foreign,3
mazda,axela,Nairobi,Not-specified,1100000,2013,Automatic,71000,Petrol,Foreign,3.3333333333333335
mazda,premacy,Nairobi,blue,980000,2012,Automatic,90000,Petrol,Foreign,3.5
mitsubishi,mirage,Nairobi,blue,650000,2013,Automatic,108000,Petrol,Foreign,3
nissan,note,Nairobi,blue,680000,2013,Automatic,60000,Petrol,Foreign,4.333333333333333
mercedes-benz,e350,Nairobi,Not-specified,3600000,2012,Automatic,86000,Petrol,Foreign,3
volkswagen,touareg,Nairobi,Not-specified,4450000,2013,Automatic,66000,Diesel,Foreign,3
toyota,hilux,Nairobi,white,2350000,2015,Manual,82000,Diesel,Local,4.2
toyota,hilux,Nairobi,Not-specified,2390000,2014,Manual,89000,Diesel,Local,4.2
toyota,hilux,Mombasa,grey,2500000,2011,Automatic,89000,Diesel,Foreign,4.2
mercedes-benz,e250,Nairobi,black,3100000,2012,Automatic,80400,Petrol,Foreign,3
toyota,rush,Nairobi,white,1450000,2012,Automatic,67000,Petrol,Foreign,3
toyota,premio,Nairobi,white,1600000,2014,Automatic,72000,Petrol,Foreign,4.764705882352941
toyota,harrier,Nairobi,silver,5300000,2017,Automatic,1000,Petrol,Foreign,4.6
toyota,axio,Nairobi,silver,1050000,2012,Automatic,71000,Petrol,Foreign,3.6
toyota,harrier,Nairobi,blue,3700000,2014,Automatic,57000,Petrol,Foreign,4.6
toyota,land,Nairobi,silver,9000000,2014,Automatic,NA,Diesel,Foreign,4.555555555555555
toyota,land,Nairobi,black,6500000,2011,Automatic,NA,Petrol,Foreign,4.555555555555555
toyota,axio,Nairobi,blue,1100000,2012,Automatic,86000,Petrol,Foreign,3.6
subaru,legacy,Nairobi,red,1900000,2013,Automatic,NA,Petrol,Foreign,4.666666666666667
toyota,rav4,Nairobi,white,2100000,2012,Automatic,48000,Petrol,Foreign,4.5
nissan,wingroad,Mombasa,white,775000,2013,Automatic,92000,Petrol,Foreign,3.8333333333333335
toyota,allion,Nairobi,red,1300000,2012,Automatic,45000,Petrol,Foreign,4.555555555555555
mitsubishi,pajero,Nairobi,pearl,3300000,2012,Automatic,NA,Diesel,Foreign,4
nissan,murano,Nairobi,black,1750000,2013,Automatic,62000,Petrol,Foreign,3
toyota,rav4,Nairobi,white,3200000,2013,Automatic,73000,Petrol,Foreign,4.5
toyota,vitz,Nairobi,white,825000,2012,Automatic,73000,Petrol,Foreign,4.733333333333333
toyota,harrier,Nairobi,silver,5300000,2017,Automatic,1000,Petrol,Foreign,4.6
toyota,axio,Nairobi,silver,1050000,2012,Automatic,71000,Petrol,Foreign,3.6
toyota,harrier,Nairobi,blue,3700000,2014,Automatic,57000,Petrol,Foreign,4.6
toyota,land,Nairobi,silver,9000000,2014,Automatic,NA,Diesel,Foreign,4.555555555555555
toyota,land,Nairobi,black,6500000,2011,Automatic,NA,Petrol,Foreign,4.555555555555555
toyota,axio,Nairobi,blue,1100000,2012,Automatic,86000,Petrol,Foreign,3.6
subaru,legacy,Nairobi,red,1900000,2013,Automatic,NA,Petrol,Foreign,4.666666666666667
toyota,rav4,Nairobi,white,2100000,2012,Automatic,48000,Petrol,Foreign,4.5
nissan,wingroad,Mombasa,white,775000,2013,Automatic,92000,Petrol,Foreign,3.8333333333333335
toyota,allion,Nairobi,red,1300000,2012,Automatic,45000,Petrol,Foreign,4.555555555555555
mitsubishi,pajero,Nairobi,pearl,3300000,2012,Automatic,NA,Diesel,Foreign,4
nissan,murano,Nairobi,black,1750000,2013,Automatic,62000,Petrol,Foreign,3
toyota,rav4,Nairobi,white,3200000,2013,Automatic,73000,Petrol,Foreign,4.5
toyota,vitz,Nairobi,white,825000,2012,Automatic,73000,Petrol,Foreign,4.733333333333333
toyota,auris,Nairobi,red,1100000,2012,Automatic,97000,Petrol,Foreign,4.333333333333333
bmw,x3,Nairobi,white,3400000,2013,Automatic,39000,Petrol,Foreign,3.6666666666666665
toyota,axio,Nairobi,blue,1175000,2013,Automatic,82000,Petrol,Foreign,3.6
mercedes-benz,c200,Nairobi,silver,2350000,2012,Automatic,66000,Petrol,Foreign,4.5
mercedes-benz,b180,Mombasa,silver,1400000,2013,Automatic,58000,Petrol,Foreign,3
subaru,outback,Nairobi,Not-specified,1720000,2014,Automatic,145785,Petrol,Local,4.2
subaru,outback,Nairobi,Not-specified,1700000,2013,Automatic,145785,Petrol,Local,4.2
mazda,demio,Nairobi,grey,750000,2013,Automatic,NA,Petrol,Foreign,3.7142857142857144
mercedes-benz,e250,Nairobi,white,2750000,2010,Automatic,47371,Petrol,Foreign,3
toyota,land,Nairobi,white,7500000,2013,Automatic,NA,Petrol,Foreign,4.555555555555555
mazda,cx-5,Nairobi,white,1850000,2013,Automatic,74339,Diesel,Foreign,3.3333333333333335
ford,ranger,Mombasa,Not-specified,4500000,2014,Unknown,78000,Diesel,Foreign,4
honda,cr-v,Mombasa,black,2050000,2012,Automatic,65000,Petrol,Foreign,4.333333333333333
honda,cr-v,Mombasa,white,2100000,2013,Automatic,65000,Petrol,Foreign,4.333333333333333
bmw,320i,Mombasa,beige,2000000,2013,Automatic,65000,Petrol,Foreign,3
nissan,x-trail,Mombasa,Not-specified,2200000,2014,Automatic,85000,Petrol,Foreign,3.75
mercedes-benz,c180,Mombasa,silver,3800000,2015,Automatic,65000,Petrol,Foreign,3.6666666666666665
mercedes-benz,cla-class,Mombasa,white,3200000,2014,Automatic,65000,Petrol,Foreign,3
mazda,demio,Nairobi,silver,635000,2013,Automatic,116299,Petrol,Foreign,3.7142857142857144
toyota,porte,Nairobi,black,660000,2012,Automatic,103000,Petrol,Foreign,3
nissan,x-trail,Nairobi,blue,2400000,2014,Automatic,85000,Petrol,Foreign,3.75
nissan,navara,Nairobi,silver,4300000,2015,Automatic,NA,Diesel,Brand,3
toyota,rav4,Nairobi,silver,3100000,2013,Automatic,65000,Petrol,Foreign,4.5
honda,mobilio,Nairobi,white,1800000,2015,Automatic,NA,Petrol,Foreign,3
nissan,note,Mombasa,black,725000,2013,Automatic,86000,Petrol,Foreign,4.333333333333333
toyota,rush,Nairobi,silver,1450000,2012,Automatic,96000,Petrol,Foreign,3
honda,vezel,Nairobi,blue,2100000,2014,Automatic,78000,Petrol,Foreign,3
toyota,probox,Nairobi,white,800000,2013,Automatic,NA,Petrol,Foreign,4.555555555555555
toyota,vanguard,Nairobi,grey,2300000,2012,Automatic,62000,Petrol,Foreign,3.3333333333333335
toyota,fortuner,Nairobi,white,5700000,2015,Automatic,57000,Diesel,Foreign,4
toyota,rav4,Nairobi,silver,2100000,2013,Automatic,NA,Petrol,Foreign,4.5
toyota,fortuner,Nairobi,silver,3700000,2013,Automatic,NA,Diesel,Foreign,4
toyota,vanguard,Nairobi,pearl,2300000,2013,Automatic,77000,Petrol,Foreign,3.3333333333333335
mazda,axela,Nairobi,blue,1150000,2013,Automatic,64000,Petrol,Foreign,3.3333333333333335
mercedes-benz,ml350,Mombasa,Not-specified,5000000,2013,Automatic,85000,Diesel,Foreign,3
subaru,forester,Mombasa,Not-specified,2350000,2013,Automatic,103000,Petrol,Foreign,4.636363636363637
toyota,harrier,Mombasa,Not-specified,3600000,2014,Automatic,95000,Petrol,Foreign,4.6
toyota,auris,Nairobi,Not-specified,1500000,2013,Automatic,85000,Petrol,Foreign,4.333333333333333
toyota,fielder,Nairobi,black,1300000,2013,Automatic,66000,Petrol,Foreign,4.6
nissan,note,Mombasa,black,725000,2013,Automatic,86000,Petrol,Foreign,4.333333333333333
toyota,rush,Nairobi,silver,1450000,2012,Automatic,96000,Petrol,Foreign,3
honda,vezel,Nairobi,blue,2100000,2014,Automatic,78000,Petrol,Foreign,3
toyota,probox,Nairobi,white,800000,2013,Automatic,NA,Petrol,Foreign,4.555555555555555
toyota,vanguard,Nairobi,grey,2300000,2012,Automatic,62000,Petrol,Foreign,3.3333333333333335
toyota,fortuner,Nairobi,white,5700000,2015,Automatic,57000,Diesel,Foreign,4
toyota,rav4,Nairobi,silver,2100000,2013,Automatic,NA,Petrol,Foreign,4.5
toyota,fortuner,Nairobi,silver,3700000,2013,Automatic,NA,Diesel,Foreign,4
toyota,vanguard,Nairobi,pearl,2300000,2013,Automatic,77000,Petrol,Foreign,3.3333333333333335
mazda,axela,Nairobi,blue,1150000,2013,Automatic,64000,Petrol,Foreign,3.3333333333333335
mercedes-benz,ml350,Mombasa,Not-specified,5000000,2013,Automatic,85000,Diesel,Foreign,3
subaru,forester,Mombasa,Not-specified,2350000,2013,Automatic,103000,Petrol,Foreign,4.636363636363637
toyota,harrier,Mombasa,Not-specified,3600000,2014,Automatic,95000,Petrol,Foreign,4.6
toyota,auris,Nairobi,Not-specified,1500000,2013,Automatic,85000,Petrol,Foreign,4.333333333333333
toyota,fielder,Nairobi,black,1300000,2013,Automatic,66000,Petrol,Foreign,4.6
nissan,sylphy,Nairobi,white,630000,2009,Automatic,136000,Petrol,Local,3
toyota,allion,Nairobi,black,1350000,2012,Automatic,98000,Petrol,Foreign,4.555555555555555
toyota,harrier,Mombasa,black,3600000,2013,Automatic,58000,Petrol,Foreign,4.6
toyota,crown,Mombasa,silver,2200000,2013,Automatic,58000,Petrol,Foreign,4.2
subaru,forester,Mombasa,black,1850000,2012,Automatic,111000,Petrol,Foreign,4.636363636363637
nissan,x-trail,Nairobi,Not-specified,2400000,2014,Automatic,77000,Petrol,Foreign,3.75
toyota,vitz,Nairobi,white,750000,2012,Automatic,45000,Petrol,Foreign,4.733333333333333
volkswagen,touran,Nairobi,silver,1200000,2012,Automatic,59000,Petrol,Foreign,4
toyota,fielder,Nairobi,blue,1250000,2013,Automatic,61000,Petrol,Foreign,4.6
toyota,hilux,Nairobi,white,3200000,2012,Manual,NA,Diesel,Foreign,4.2
subaru,forester,Nairobi,red,2200000,2013,Automatic,83000,Petrol,Foreign,4.636363636363637
toyota,harrier,Nairobi,silver,670000,2000,Automatic,130000,Petrol,Local,4.6
toyota,fortuner,Nairobi,white,3800000,2012,Automatic,75000,Petrol,Foreign,4
nissan,teana,Nairobi,silver,570000,2007,Automatic,72000,Petrol,Local,3.6666666666666665
toyota,land,Nairobi,green,3650000,2013,Manual,41000,Diesel,Local,4.555555555555555
honda,freed,Nairobi,grey,890000,2011,Automatic,98000,Petrol,Foreign,3
toyota,passo,Nairobi,silver,680000,2012,Automatic,95000,Petrol,Foreign,3
toyota,vanguard,Nairobi,maroon,2500000,2012,Automatic,30442,Petrol,Foreign,3.3333333333333335
toyota,vitz,Nairobi,pink,880000,2013,Automatic,121000,Petrol,Foreign,4.733333333333333
toyota,harrier,Nairobi,black,2500000,2012,Automatic,63000,Petrol,Foreign,4.6
toyota,premio,Mombasa,maroon,1900000,2013,Automatic,36000,Petrol,Foreign,3
toyota,vanguard,Nairobi,white,2220000,2012,Automatic,107000,Petrol,Foreign,3.3333333333333335
toyota,vitz,Nairobi,Not-specified,860000,2013,Automatic,62000,Petrol,Foreign,4.733333333333333
toyota,tundra,Nairobi,Not-specified,4434723,2020,Automatic,NA,Petrol,Brand,3
toyota,hilux,Nairobi,grey,3695602,2020,Automatic,NA,Diesel,Brand,4.2
toyota,hilux,Nairobi,silver,3695602,2020,Automatic,NA,Diesel,Brand,4.2
toyota,4-runner,Nairobi,Not-specified,4886528,2020,Automatic,NA,Petrol,Brand,3
toyota,land,Nairobi,Not-specified,7775521,2020,Automatic,NA,Petrol,Brand,4.555555555555555
mitsubishi,l200,Nairobi,Not-specified,2897348,2020,Automatic,NA,Diesel,Brand,3
isuzu,d-max,Nairobi,Not-specified,2513031,2020,Manual,NA,Diesel,Brand,4
isuzu,d-max,Nairobi,Not-specified,2217361,2020,Manual,NA,Diesel,Brand,4
ford,f-150,Nairobi,Not-specified,7982436,2020,Automatic,NA,Petrol,Brand,3
ford,f-150,Nairobi,Not-specified,7982436,2020,Automatic,NA,Petrol,Brand,3
nissan,patrol,Nairobi,Not-specified,5499026,2020,Automatic,NA,Petrol,Brand,3.3333333333333335
bmw,x5,Nairobi,white,8159838,2020,Automatic,NA,Diesel,Brand,3
bmw,x5,Nairobi,black,1182571,2010,Automatic,36000,Diesel,Foreign,3
bmw,x7,Nairobi,black,11382476,2020,Automatic,NA,Petrol,Brand,3
ford,f-350,Nairobi,grey,4582503,2017,Automatic,NA,Petrol,Brand,3
toyota,land cruiser,Nairobi,white,4000000,2010,Manual,63000,Diesel,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,Not-specified,4300000,2008,Unknown,NA,Other,Local,4.555555555555555
toyota,land cruiser,Nairobi,green,5000000,2009,Manual,190000,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,white,3900000,2013,Manual,134000,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,white,2800000,2007,Automatic,130000,Petrol,Local,4.555555555555555
toyota,land cruiser,Nairobi,white,7200000,2018,Manual,4200,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,grey,3850000,2013,Manual,31000,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,beige,5350000,2017,Manual,30000,Diesel,Local,3
toyota,land cruiser,Mombasa,black,8200000,2013,Automatic,58000,Petrol,Foreign,4.555555555555555
toyota,fj-cruiser,Nairobi,white,3600000,2011,Automatic,NA,Petrol,Foreign,3
toyota,land cruiser,Nairobi,red,11500000,2014,Automatic,NA,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,pearl,8500000,2011,Automatic,NA,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,white,9500000,2012,Automatic,NA,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,silver,8500000,2013,Automatic,17000,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,white,4200000,2012,Manual,188000,Diesel,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,black,7500000,2012,Automatic,25600,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,white,8500000,2012,Automatic,64390,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,silver,2850000,2005,Automatic,67000,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,maroon,6600000,2012,Automatic,67969,Diesel,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,black,6950000,2012,Automatic,65240,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,black,7500000,2012,Automatic,64490,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,white,5990000,2012,Manual,82000,Diesel,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,Not-specified,7700000,2013,Automatic,17000,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,black,7900000,2012,Automatic,40075,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Mombasa,white,2500000,2013,Manual,85685,Diesel,Brand,4.555555555555555
toyota,land cruiser,Mombasa,black,7700000,2014,Automatic,53626,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Mombasa,white,8000000,2013,Automatic,56,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Mombasa,Not-specified,8700000,2014,Unknown,NA,Other,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,black,8800000,2013,Automatic,NA,Diesel,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,white,15200000,2018,Automatic,NA,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,black,7850000,2012,Automatic,NA,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Mombasa,black,7500000,2012,Automatic,56384,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,white,3590000,2014,Manual,37000,Petrol,Local,4.555555555555555
toyota,land cruiser,Nairobi,maroon,8300000,2013,Automatic,NA,Petrol,Foreign,4.555555555555555
toyota,fj-cruiser,Mombasa,black,3500000,2013,Automatic,76000,Petrol,Foreign,3
toyota,fj-cruiser,Mombasa,black,3500000,2013,Automatic,76000,Petrol,Foreign,3
toyota,land cruiser,Nairobi,white,15800000,2017,Automatic,195,Petrol,Brand,4.555555555555555
toyota,land cruiser,Nairobi,Not-specified,2995000,2008,Manual,147000,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,Not-specified,2700000,2005,Automatic,112000,Petrol,Local,4.555555555555555
toyota,land cruiser,Nairobi,black,8800000,2014,Automatic,52140,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,white,1650000,2003,Manual,147000,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,black,10500000,2015,Automatic,67000,Petrol,Local,4.555555555555555
toyota,land cruiser,Nairobi,black,14500000,2016,Automatic,40000,Petrol,Brand,4.555555555555555
toyota,fj-cruiser,Nairobi,black,3299999,2013,Automatic,56000,Petrol,Foreign,3
toyota,land cruiser,Nairobi,black,7450000,2012,Automatic,67115,Diesel,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,pearl,4500000,2008,Automatic,76000,Petrol,Local,4.555555555555555
toyota,land cruiser,Nairobi,green,3480000,2006,Automatic,123237,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,Not-specified,2090000,2000,Unknown,NA,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,Not-specified,2200000,2002,Unknown,NA,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,black,7450000,2012,Automatic,NA,Diesel,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,Not-specified,7400000,2013,Automatic,90000,Diesel,Local,4.555555555555555
toyota,land cruiser,Mombasa,black,3000000,2008,Automatic,123564,Petrol,Local,4.555555555555555
toyota,land cruiser,Mombasa,pearl,7500000,2013,Automatic,44236,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,black,15500000,2018,Automatic,16200,Petrol,Local,4.555555555555555
toyota,land cruiser,Nairobi,beige,3150000,2016,Manual,110923,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,black,8199999,2011,Automatic,NA,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,black,8500000,2011,Automatic,NA,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,black,6950000,2012,Automatic,NA,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,silver,5300000,2008,Automatic,111111,Petrol,Local,4.555555555555555
toyota,land cruiser,Mombasa,Not-specified,8500000,2013,Unknown,NA,Other,Foreign,4.555555555555555
toyota,land cruiser,Mombasa,white,17000000,2017,Automatic,35868,Petrol,Brand,4.555555555555555
toyota,fj-cruiser,Mombasa,blue,3650000,2013,Automatic,69856,Petrol,Brand,3
toyota,land cruiser,Mombasa,Not-specified,16000000,2016,Automatic,65896,Petrol,Brand,4.555555555555555
toyota,land cruiser,Nairobi,Not-specified,8300000,2014,Automatic,54000,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,white,2900000,2004,Automatic,160000,Petrol,Local,4.555555555555555
toyota,land cruiser,Nairobi,white,2999000,2010,Automatic,NA,Petrol,Local,4.555555555555555
toyota,land cruiser,Mombasa,white,8000000,2012,Automatic,92400,Diesel,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,white,7800000,2013,Automatic,41300,Petrol,Foreign,4.555555555555555
toyota,land cruiser,Nairobi,white,4400000,2008,Automatic,106189,Petrol,Local,4.555555555555555
toyota,land cruiser,Nairobi,green,5800000,2009,Manual,NA,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,beige,4600000,2013,Manual,NA,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,beige,5200000,2018,Manual,56280,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,black,2500000,1999,Manual,92183,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,white,500000,1985,Manual,NA,Petrol,Local,4.555555555555555
toyota,land cruiser,Nairobi,black,4600000,2008,Automatic,122248,Petrol,Local,4.555555555555555
toyota,land cruiser,Nairobi,beige,4000000,2014,Manual,194977,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,white,2700000,2003,Automatic,NA,Petrol,Local,4.555555555555555
toyota,land cruiser,Nairobi,white,1500000,1991,Manual,NA,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,green,1750000,1990,Automatic,2,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,white,1500000,2006,Automatic,NA,Petrol,Local,3
toyota,land cruiser,Nairobi,silver,4900000,2013,Manual,NA,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,green,3600000,2013,Manual,87355,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,green,4300000,2011,Manual,110924,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,white,2300000,2001,Automatic,NA,Petrol,Local,4.555555555555555
toyota,land cruiser,Nairobi,white,2700000,2007,Manual,140541,Diesel,Local,3
toyota,land cruiser,Nairobi,beige,2300000,2004,Manual,170913,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,white,3500000,2007,Manual,198469,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,white,5700000,2011,Manual,NA,Diesel,Local,4.555555555555555
toyota,land cruiser,Nairobi,blue,2800000,2003,Automatic,NA,Diesel,Local,4.555555555555555
